KEY                              PLAINTEXT                        CIPHERTEXT                       Decryption   
10a58869d74be5a374cf867cfb473859 00000000000000000000000000000000 55876de5a524de88e72043a2b0985aee OK            
caea65cdbb75e9169ecd22ebe6e54675 00000000000000000000000000000000 b487841cd2c16bfc459b3837dd59c1b7 OK            
a2e2fa9baf7d20822ca9f0542f764a41 00000000000000000000000000000000 f75b5e0b42d96e528bdcdaf2d7021a4b OK            
b6364ac4e1de1e285eaf144a2415f7a0 00000000000000000000000000000000 57c0ecc0c5d0f2110681b113c23b1481 OK            
64cf9c7abc50b888af65f49d521944b2 00000000000000000000000000000000 7e469310a216a748f9d2bfa87ca4fb50 OK            
47d6742eefcc0465dc96355e851b64d9 00000000000000000000000000000000 5f3286b4aebcfc1c7e39df6c0ca653c1 OK            
3eb39790678c56bee34bbcdeccf6cdb5 00000000000000000000000000000000 22f846b7248498f22b96e87eeb26fb8e OK            
64110a924f0743d500ccadae72c13427 00000000000000000000000000000000 e803f308ac27880d2d6451ce14fb9b40 OK            
18d8126516f8a12ab1a36d9f04d68e51 00000000000000000000000000000000 e8ae1f09f87fe44738dae14363e22ba8 OK            
f530357968578480b398a3c251cd1093 00000000000000000000000000000000 069b7deb7b56ea52ea00e1cb46c587e1 OK            
da84367f325d42d601b4326964802e8e 00000000000000000000000000000000 e38ab2fe2b251996631b594adf192887 OK            
e37b1c6aa2846f6fdb413f238b089f23 00000000000000000000000000000000 54653eff8a3ff527dca19a2fe2319098 OK            
6c002b682483e0cabcc731c253be5674 00000000000000000000000000000000 014088530bc6e018ed5882c84e3f42dc OK            
143ae8ed6555aba96110ab58893a8ae1 00000000000000000000000000000000 2a8a27ef8b800a1de0257b270339af20 OK            
b69418a85332240dc82492353956ae0c 00000000000000000000000000000000 935099b07944ee3c7d75e1bd60a2fa39 OK            
71b5c08a1993e1362e4d0ce9b22b78d5 00000000000000000000000000000000 d599d607c53320e9ff2502c227967a3a OK            
e234cdca2606b81f29408d5f6da21206 00000000000000000000000000000000 a56eee8fc52c1ffc413b8875c32efc32 OK            
13237c49074a3da078dc1d828bb78c6f 00000000000000000000000000000000 fb5bc67740287b427df4142ff06f7c57 OK            
3071a2a48fe6cbd04f1a129098e308f8 00000000000000000000000000000000 9c9b10c0fd970920fc7256f5943f98d3 OK            
90f42ec0f68385f2ffc5dfc03a654dce 00000000000000000000000000000000 cf8c6a0b5ccac4015721843a0826b9d9 OK            
