KEY                              PLAINTEXT                        CIPHERTEXT                       Decryption   
10a58869d74be5a374cf867cfb473859 00000000000000000000000000000000 9a4a3caa2c276564f2ec4ae160e5ea19 OK            
caea65cdbb75e9169ecd22ebe6e54675 00000000000000000000000000000000 109ae07febd815d7114fbf3f4e16666b OK            
a2e2fa9baf7d20822ca9f0542f764a41 00000000000000000000000000000000 4b01e0e27083609476e896c49130cedc OK            
b6364ac4e1de1e285eaf144a2415f7a0 00000000000000000000000000000000 56cb354cde8f5ccb04cbe9cad0ae0774 OK            
64cf9c7abc50b888af65f49d521944b2 00000000000000000000000000000000 e18f39e26f1c7735fabd8cc5c4b895a8 OK            
47d6742eefcc0465dc96355e851b64d9 00000000000000000000000000000000 e40d074c66196a69910856e890b2c1ba OK            
3eb39790678c56bee34bbcdeccf6cdb5 00000000000000000000000000000000 c5cf0b99d65c2d41716934d2a820929b OK            
64110a924f0743d500ccadae72c13427 00000000000000000000000000000000 65d5c6f97dd31b59ab78789442c27751 OK            
18d8126516f8a12ab1a36d9f04d68e51 00000000000000000000000000000000 8f26537e7c5a0f2614ff927f96284398 OK            
f530357968578480b398a3c251cd1093 00000000000000000000000000000000 1c38f17136a0dc50284e539d9a856679 OK            
da84367f325d42d601b4326964802e8e 00000000000000000000000000000000 895e68abf247ca9305d3d99f296a51ae OK            
e37b1c6aa2846f6fdb413f238b089f23 00000000000000000000000000000000 572f8f60d471ff536f9760357921fd3b OK            
6c002b682483e0cabcc731c253be5674 00000000000000000000000000000000 3ea2cd07791dd7f242137194859c05f4 OK            
143ae8ed6555aba96110ab58893a8ae1 00000000000000000000000000000000 d9ef4c8f066ecb8aa73faae9a0d16593 OK            
b69418a85332240dc82492353956ae0c 00000000000000000000000000000000 dddfea65c56fed9668169ad60af3d41e OK            
71b5c08a1993e1362e4d0ce9b22b78d5 00000000000000000000000000000000 e3c6e41ed909c3d12ff6499d04171a71 OK            
e234cdca2606b81f29408d5f6da21206 00000000000000000000000000000000 09492048dfd17444bb3f09d75be76776 OK            
13237c49074a3da078dc1d828bb78c6f 00000000000000000000000000000000 1f70de9448232c0304805c474ef07313 OK            
3071a2a48fe6cbd04f1a129098e308f8 00000000000000000000000000000000 1354c07539372749029fc9e6b18b2eef OK            
90f42ec0f68385f2ffc5dfc03a654dce 00000000000000000000000000000000 4a0a5d871cc960dad8b7fd6e87f9a1ec OK            
