sbox_type,trace_count,k0_recovered_count,k1_recovered_count,kx_recovered_count,known_key_bits_count,k0_correct_recovered_count,k1_correct_recovered_count,correct_key_bits_count,k0_wrong_recovered_count,k1_wrong_recovered_count,wrong_recovered_key_bits_count,recovered_key_bits_percent,correct_key_bits_percent,known_bit_accuracy_percent,all_bits_recovered,full_key_match,targets_used,targets_skipped,recovered_k0_hex,recovered_k1_hex
lut_bilgin,50000,63,64,63,127,57,64,121,6,0,6,99.21875,94.53125,95.2755905511811,0,0,178,142,0303051683020300,0F0E0D0C0B0A0908
lut_bilgin,100000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,150000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,200000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,250000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,300000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,350000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,400000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,450000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,500000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,550000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,600000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,650000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,700000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,750000,63,64,63,127,56,64,120,7,0,7,99.21875,93.75,94.48818897637796,0,0,178,142,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,800000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,850000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,900000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,950000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
lut_bilgin,1000000,61,64,61,125,54,64,118,7,0,7,97.65625,92.1875,94.4,0,0,193,127,0303051683000300,0F0E0D0C0B0A0908
